,name,연료,brand_name,car_type
0,F355(94~99년),가솔린,페라리,
1,F430(04~09년),가솔린,페라리,
2,F12 베를리네타(12년~현재),가솔린,페라리,
3,360(99~05년),가솔린,페라리,
4,458(10~15년),가솔린,페라리,
5,488 GTB (15년~현재),가솔린,페라리,
6,488 스파이더 (15년~현재),가솔린,페라리,
7,612(04~11년),가솔린,페라리,
8,캘리포니아(08~17년),가솔린,페라리,
