,name,연료,brand_name,car_type
0,124 스파이더(16년~현재),가솔린,피아트,
1,500X(16년~현재),가솔린,피아트,
2,500X(16년~현재),디젤,피아트,
3,500(07년~현재),가솔린,피아트,
4,멀티피아(98~10년),디젤,피아트,
5,판다(80~03년),가솔린,피아트,
6,프리몬트(11년~현재),디젤,피아트,
