Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,15687.700195,17560.900391,15609.700195,17326.800781,15337.743163999998,71750
2000-01-05,17326.800781,18263.300781,16780.400391,17638.900391,15614.016602000002,94300
2000-01-06,17560.900391,17560.900391,16039.0,16624.300781,14715.888672,62782
2000-01-07,16702.400391,16702.400391,16039.0,16078.0,14232.302734,54197
2000-01-10,16663.300781,17404.800781,16468.199219,16663.300781,14750.412109,59835
2000-01-11,16390.199219,17560.900391,16390.199219,17560.900391,15544.97168,90072
2000-01-12,16507.199219,17170.699219,16234.099609,16702.400391,14785.024413999998,52660
2000-01-13,16312.099609,16780.400391,16156.0,16390.199219,14508.660156,61116
2000-01-14,16429.199219,16624.300781,15687.700195,16078.0,14232.302734,108266
2000-01-17,15921.900391,16468.199219,15609.700195,15843.799805,14024.986328,111982
2000-01-18,15609.700195,15999.900391,14282.900391,14282.900391,12643.274414,250870
2000-01-19,14751.200195,14946.299805,13970.700195,13970.700195,12366.912109,167332
2000-01-20,13346.299805,13892.599609,12409.700195,13892.599609,12297.777344,137607
2000-01-21,12878.0,14282.900391,12721.900391,13268.200195,11745.057617,92507
2000-01-24,12878.0,13658.5,12878.0,13229.200195,11710.53418,131585
2000-01-25,12956.0,13112.099609,12565.799805,12604.799805,11157.8125,92379
2000-01-26,12643.799805,12956.0,12409.700195,12643.799805,11192.336914,109163
2000-01-27,12956.0,14126.799805,12799.900391,13892.599609,12297.777344,222554
2000-01-28,14048.700195,14126.799805,13424.299805,13736.5,12159.598633,84947
2000-01-31,13346.299805,14439.0,13346.299805,13892.599609,12297.777344,102116
2000-02-01,14360.900391,14360.900391,13775.599609,13892.599609,12297.777344,78157
2000-02-02,13892.599609,15063.400391,13892.599609,14907.299805,13195.995117,142732
2000-02-03,15492.599609,16546.300781,15219.400391,15531.599609,13748.625,379764
2000-02-04,15531.599609,15531.599609,15531.599609,15531.599609,13748.625,0
2000-02-07,15687.700195,16195.099609,15063.400391,15843.799805,14024.986328,224860
2000-02-08,15843.799805,15843.799805,14985.299805,15063.400391,13334.174805,101604
2000-02-09,14673.099609,15219.400391,14048.700195,14048.700195,12435.958984,132482
2000-02-10,14048.700195,15999.900391,13424.299805,15609.700195,13817.761719,317239
2000-02-11,15687.700195,17014.599609,15687.700195,16546.300781,14646.84375,285976
2000-02-14,15765.799805,16780.400391,15219.400391,16156.0,14301.34668,204873
2000-02-15,15999.900391,16078.0,15375.5,15492.599609,13714.103516,96222
2000-02-16,15219.400391,16156.0,15219.400391,16156.0,14301.34668,134660
2000-02-17,15843.799805,16858.5,15843.799805,16858.5,14923.204102000002,140297
2000-02-18,17326.800781,17521.900391,16936.5,16936.5,14992.248047,480599
2000-02-21,16546.300781,16546.300781,15024.299805,15843.799805,14024.986328,94557
2000-02-22,15219.400391,16156.0,14907.299805,15609.700195,13817.761719,399880
2000-02-23,15258.5,16546.300781,15258.5,15531.599609,13748.625,107497
2000-02-24,14985.299805,15609.700195,14439.0,14634.099609,12954.155273,57656
2000-02-25,14673.099609,14985.299805,14360.900391,14517.0,12850.499023,88791
2000-02-28,14048.700195,14048.700195,13346.299805,13502.400391,11952.37207,69572
2000-02-29,13697.5,14204.799805,13658.5,13970.700195,12366.912109,57016
2000-03-01,13970.700195,13970.700195,13970.700195,13970.700195,12366.912109,0
2000-03-02,14126.799805,14282.900391,13697.5,14165.799805,12539.616211,102500
2000-03-03,14243.799805,14517.0,13775.599609,14204.799805,12574.137695,98272
2000-03-06,14204.799805,15102.400391,14204.799805,14907.299805,13195.995117,266629
2000-03-07,15219.400391,15219.400391,14517.0,14751.200195,13057.814453,197954
2000-03-08,14829.200195,14829.200195,14439.0,14517.0,12850.499023,123513
2000-03-09,14751.200195,14829.200195,12370.700195,12370.700195,10950.586914,105319
2000-03-10,14204.799805,14204.799805,13892.599609,14204.799805,12574.137695,72391
2000-03-13,14985.299805,14985.299805,14282.900391,14282.900391,12643.274414,278673
2000-03-14,14048.700195,14595.099609,13658.5,14048.700195,12435.958984,212945
2000-03-15,13814.599609,13970.700195,13502.400391,13970.700195,12366.912109,87638
2000-03-16,14048.700195,14204.799805,13424.299805,13814.599609,12228.732422,88791
2000-03-17,13892.599609,14282.900391,13736.5,13736.5,12159.598633,146319
2000-03-20,13814.599609,14360.900391,13736.5,14126.799805,12505.091797,182963
2000-03-21,14048.700195,14048.700195,13424.299805,13580.400391,12021.417969,63935
2000-03-22,13658.5,13775.599609,13580.400391,13658.5,12090.552734,135557
2000-03-23,13736.5,13736.5,13268.200195,13268.200195,11745.057617,121335
2000-03-24,13580.400391,13580.400391,13190.200195,13190.200195,11676.011719,128894
2000-03-27,13268.200195,13502.400391,12878.0,13229.200195,11710.53418,123257
2000-03-28,13307.299805,13424.299805,12995.099609,13112.099609,11606.875977,70085
2000-03-29,12839.0,13112.099609,12409.700195,12604.799805,11157.8125,195007
2000-03-30,12682.900391,12878.0,12253.599609,12370.700195,10950.586914,232676
2000-03-31,12448.700195,12643.799805,12175.599609,12487.799805,11054.245117,88919
2000-04-03,12214.599609,13034.099609,12097.5,12253.599609,10846.928711,169638
2000-04-04,12487.799805,12839.0,11082.900391,11395.099609,10086.982422,159644
2000-04-05,11395.099609,11395.099609,11395.099609,11395.099609,10086.982422,0
2000-04-06,11395.099609,11473.099609,10809.700195,10926.799805,9672.44043,54453
2000-04-07,10926.799805,11239.0,10809.700195,10926.799805,9672.44043,63678
2000-04-10,11160.900391,12097.5,11043.900391,11668.200195,10328.730469,111213
2000-04-11,11629.200195,11629.200195,10965.799805,11004.799805,9741.487305,36260
2000-04-12,11160.900391,11278.0,10770.700195,11239.0,9948.802734,49072
2000-04-13,11239.0,11239.0,11239.0,11239.0,9948.802734,0
2000-04-14,10965.799805,11082.900391,10809.700195,10926.799805,9672.44043,29213
2000-04-17,10146.299805,10146.299805,9287.769531,9287.769531,8221.566406,60091
2000-04-18,9756.05957,9912.150391,9365.80957,9521.910156,8428.827148,62397
2000-04-19,9756.05957,10341.400391,9521.910156,9834.099609,8705.180664,158619
2000-04-20,9834.099609,9873.129883,9521.910156,9638.980469,8532.458984,88407
2000-04-21,9638.980469,9990.200195,9443.860352,9873.129883,8739.729492,250614
2000-04-24,10692.599609,10692.599609,9756.05957,9756.05957,8636.097656,315189
2000-04-25,9756.05957,9834.099609,9092.639648,9092.639648,8048.835937999999,175532
2000-04-26,9326.790039,9560.929688,7882.890137,8078.009765999999,7150.682617,305323
2000-04-27,8117.040039,8195.089844,7500.459961,7804.839844,6908.872559,205898
2000-04-28,7882.890137,8390.209961,7804.839844,7882.890137,6977.961426000001,150676
2000-05-01,7882.890137,7882.890137,7882.890137,7882.890137,6977.961426000001,0
2000-05-02,7531.680176000001,7960.939941,7531.680176000001,7804.839844,6908.872559,112622
2000-05-03,7882.890137,8195.089844,7804.839844,7960.939941,7047.051758,112366
2000-05-04,7999.970215,8312.160156,7999.970215,8078.009765999999,7150.682617,118004
2000-05-05,8078.009765999999,8078.009765999999,8078.009765999999,8078.009765999999,7150.682617,0
2000-05-08,8195.089844,8195.089844,8038.990234000001,8078.009765999999,7150.682617,126844
2000-05-09,8078.009765999999,8078.009765999999,8078.009765999999,8078.009765999999,7150.682617,0
2000-05-10,8078.009765999999,8078.009765999999,8078.009765999999,8078.009765999999,7150.682617,0
2000-05-11,8078.009765999999,8078.009765999999,8078.009765999999,8078.009765999999,7150.682617,0
2000-05-12,8351.179688,8351.179688,7960.939941,7960.939941,7047.051758,129151
2000-05-15,7843.870117,7960.939941,7492.649901999999,7570.700195,6701.61084,79694
2000-05-16,7281.919922,7726.799805,7258.509765999999,7336.549805,6494.340332,61757
2000-05-17,7266.310059,7547.290039,6236.069824,6282.899902,5561.64502,112750
2000-05-18,5892.660156,6087.779785,5697.540039,5853.629883,5181.65332,58169
2000-05-19,5541.439941,6009.72998,5541.439941,5767.779785,5105.658691,63422
2000-05-22,5557.049805,6087.779785,5463.390136999999,5510.220215,4877.666015999999,114544
2000-05-23,5502.419922,5689.72998,5229.25,5244.859863000001,4642.767578,105704
2000-05-24,5229.25,5853.629883,4854.609863000001,5775.589844,5112.572265999999,136069
2000-05-25,6087.779785,6641.919922,6009.72998,6641.919922,5879.450195,163232
2000-05-26,6649.72998,7102.410156,5650.709961,5650.709961,5002.02832,288795
2000-05-29,4862.419922,5931.680176,4807.779785,5463.390136999999,4836.211426,260223
2000-05-30,5463.390136999999,5463.390136999999,5463.390136999999,5463.390136999999,4836.211426,0
2000-05-31,6517.049805,7180.459961,6360.950195,7180.459961,6356.167969,436524
2000-06-01,8234.110352,8234.110352,8234.110352,8234.110352,7288.862793000001,130432
2000-06-02,9443.860352,9443.860352,9443.860352,9443.860352,8359.738281,47278
2000-06-05,10848.700195,10848.700195,10848.700195,10848.700195,9603.308594,19475
2000-06-06,10848.700195,10848.700195,10848.700195,10848.700195,9603.308594,0
2000-06-07,12448.700195,12448.700195,11317.0,12448.700195,11019.631836,1127761
2000-06-08,12409.700195,13112.099609,10848.700195,11043.900391,9776.099609,774903
2000-06-09,11317.0,11941.400391,10302.400391,10380.400391,9188.767578,501227
2000-06-12,11121.900391,11902.400391,10224.299805,11902.400391,10536.045898,579256
2000-06-13,11863.400391,12097.5,10731.700195,10770.700195,9534.262695,327873
2000-06-14,10302.400391,11473.099609,10224.299805,10926.799805,9672.44043,290332
2000-06-15,11395.099609,11434.099609,9365.80957,9521.910156,8428.827148,196929
2000-06-16,8975.570313,9912.150391,8663.379883,9365.80957,8290.646484,257276
2000-06-19,9014.599609,9599.959961,9014.599609,9092.639648,8048.835937999999,148498
2000-06-20,9209.719727,10419.5,9209.719727,10419.5,9223.37793,132482
2000-06-21,11278.0,11941.400391,10770.700195,10770.700195,9534.262695,416921
2000-06-22,10692.599609,11356.0,10536.5,10770.700195,9534.262695,255867
2000-06-23,10926.799805,10926.799805,10419.5,10926.799805,9672.44043,125819
2000-06-26,11082.900391,12565.799805,10809.700195,11941.400391,10570.569336,751841
2000-06-27,12136.5,12331.700195,11473.099609,11785.299805,10432.388672,325183
2000-06-28,11980.400391,12019.5,11317.0,11395.099609,10086.982422,252535
2000-06-29,10926.799805,11512.099609,10614.599609,10692.599609,9465.12793,290461
2000-06-30,10380.400391,11551.200195,10380.400391,10848.700195,9603.308594,208204
2000-07-03,10926.799805,11239.0,10809.700195,10965.799805,9706.963867,131713
2000-07-04,11160.900391,11395.099609,10653.599609,10692.599609,9465.12793,234342
2000-07-05,10458.5,10848.700195,9756.05957,10536.5,9326.945313,140554
2000-07-06,10224.299805,10692.599609,10146.299805,10575.599609,9361.557617,141451
2000-07-07,10536.5,11278.0,10419.5,10692.599609,9465.12793,189626
2000-07-10,12292.599609,12292.599609,12292.599609,12292.599609,10881.453125,202695
2000-07-11,12878.0,13541.400391,10848.700195,10926.799805,9672.44043,854726
2000-07-12,11082.900391,11473.099609,10614.599609,11317.0,10017.847656,401930
2000-07-13,11317.0,11317.0,10848.700195,10965.799805,9706.963867,170919
2000-07-14,10731.700195,12097.5,10731.700195,11160.900391,9879.666992,531209
2000-07-17,11160.900391,11160.900391,11160.900391,11160.900391,9879.666992,0
2000-07-18,10965.799805,11395.099609,10614.599609,10848.700195,9603.308594,169638
2000-07-19,10965.799805,11395.099609,10614.599609,10848.700195,9603.308594,169638
2000-07-20,9834.099609,10068.200195,9404.839844,9912.150391,8774.270508,140041
