,car_brand_name,car_name,img_src
0,스마트,2017 스마트 포투 카브리오 브라부스,https://imgauto-phinf.pstatic.net/20160426_4/auto_1461649103651g0Vm8_PNG/20160426143818_cFhMlzPj.png?type=f508_367
1,스마트,2015 스마트 포투,https://imgauto-phinf.pstatic.net/20150707_191/auto_1436259105643qFEWO_PNG/20150707175143_BDAiLGGf.png?type=f508_367
2,스마트,2017 스마트 포투 브라부스,https://imgauto-phinf.pstatic.net/20160426_255/auto_1461656541977Hxl0R_PNG/20160426164152_zbB4Tp9q.png?type=f508_367
3,스마트,2017 스마트 포투 카브리오 일렉트릭 드라이브,https://imgauto-phinf.pstatic.net/20160923_253/auto_1474595979018uDK7C_PNG/20160923105933_Hebg8iNK.png?type=f508_367
4,스마트,2016 스마트 포포,https://imgauto-phinf.pstatic.net/20160406_28/auto_1459915222273KYB8D_PNG/20160406125925_enF6l0cW.png?type=f508_367
5,스마트,2017 스마트 포포 브라부스,https://imgauto-phinf.pstatic.net/20160426_173/auto_14616570293944DfPo_PNG/20160426165010_ppmfdQgR.png?type=f508_367
6,스마트,2015 스마트 포투 카브리올레,https://imgauto-phinf.pstatic.net/20170508_61/auto_1494210421439nGA8E_PNG/20170508112659_jp4VPOuy.png?type=f508_367
7,스마트,2016 스마트 포투 카브리오,https://imgauto-phinf.pstatic.net/20150902_157/auto_1441171387875uMJLk_PNG/20150902142245_wx8ntUG8.png?type=f508_367
8,스마트,2017 스마트 포투 일렉트릭 드라이브,https://imgauto-phinf.pstatic.net/20170508_116/auto_1494207386461ytu75_PNG/20170508103624_LIeYGVYh.png?type=f508_367
9,스마트,2015 스마트 포투 카브리올레 브라부스,https://imgauto-phinf.pstatic.net/20141210_177/auto_1418170678077kWKCm_PNG/20141210091656_uWW7aVta.png?type=f508_367
10,스바루,2019 스바루 어센트,https://imgauto-phinf.pstatic.net/20171129_75/auto_1511930587060HDlXF_PNG/20171129134303_NNFUGAbh.png?type=f508_367
11,스바루,2018 스바루 VIZIV 투어러 콘셉트,https://imgauto-phinf.pstatic.net/20180308_237/auto_1520492345025UYfez_PNG/20180308155852_9L4jZgjs.png?type=f508_367
